brand,title,accords,gender,age,secondary notes
Solstice-Scents,Runestone Solstice Scents for women and men,"woody,aromatic,fresh spicy,balsamic,powdery",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
NSHQ,No. 25 NSHQ for women and men,"woody,aromatic,fresh spicy,balsamic,warm spicy,rose",unisex,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Parfums-Genty,People Power Parfums Genty for men,"woody,aromatic,fresh spicy,citrus,aldehydic,",male,older_twenty_five,"fatty,waxy,lily,pungent,lemon"
Sweet-Years,Sweet Years Women Sweet Years for women,"woody,aromatic,fresh spicy,floral,balsamic,fruity",female,older_twenty_five,"cacao,blackcurrant,anisic,dry,lemon"
Romeo-Gigli,Romeo Gigli For Man Romeo Gigli for men,"woody,aromatic,fresh spicy,green,earthy",male,older_twenty_five,"musk,blackcurrant,anisic,dry,grapefruit"
Adolfo-Dominguez,Agua de Bambu Exotic for Him Adolfo Dominguez for men,"woody,aromatic,fresh spicy,marine,warm spicy,citrus,",male,older_twenty_five,"blackcurrant,anisic,dry"
Fred-Hayman,273 Rodeo Drive for Men Fred Hayman for men,"woody,aromatic,fresh spicy,musky,amber",male,older_twenty_five,"blackcurrant,anisic,dry"
Marc-Ecko,UNLTD Marc Ecko for men,"woody,aromatic,fresh spicy,musky,citrus,green,",male,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Svensk-Parfym,En Svensk Parfym for women and men,"woody,aromatic,fresh spicy,tobacco,green,earthy",unisex,older_twenty_five,"musk,leather,animalic,dry,blackcurrant"
Molton-Brown,Bracing Silverbirch Molton Brown for men,"woody,aromatic,fresh spicy,warm spicy,balsamic",male,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Siordia-Parfums,The Wind of Ancient Crete (Ветер Древнего Крита) Siordia Parfums for women and men,"woody,aromatic,green,aquatic,balsamic",unisex,older_twenty_five,"cacao,blackcurrant,anisic,dry,grapefruit"
Comme-des-Garcons,Comme Des Garcons Series 4 Cologne : Vettiveru Comme des Garcons for women and men,"woody,aromatic,green,citrus,fresh spicy",unisex,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Gianfranco-Ferre,Gianfranco Ferre  for Man Gianfranco Ferre for men,"woody,aromatic,green,citrus,fresh spicy,warm spicy,",male,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Chanel,Les Exclusifs de Chanel Sycomore Chanel for women and men,"woody,aromatic,green,earthy,fresh spicy,tobacco,",unisex,older_twenty_five,"musk,leather,animalic,dry,blackcurrant"
Jacques-Zolty,Me Gustas Jacques Zolty for women and men,"woody,aromatic,green,fresh spicy,coffee,earthy",unisex,older_twenty_five,"nut,cacao,meat,sulfuric,alliaceous"
House-of-Matriarch,Immortal House of Matriarch for women and men,"woody,aromatic,green,fresh spicy,white floral",unisex,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Cloon-Keen-Atelier,Suede Galore Cloon Keen Atelier for women and men,"woody,aromatic,leather,fresh spicy,amber,musky,",unisex,older_twenty_five,"animalic,phenolic,medicinal,tobacco,smoky"
Western-Valley-Avenue-London,Sicilia Per Donna Western Valley Avenue London for women,"woody,aromatic,warm spicy,balsamic,earthy,soft spicy",female,older_twenty_five,"musk,cacao,blackcurrant,anisic,dry"
Womo,Blow In Womo for men,"woody,aromatic,warm spicy,green,earthy,",male,older_twenty_five,"musk,blackcurrant,anisic,dry,grapefruit"
Michel-Germain,Blue North Michel Germain for men,"woody,aromatic,warm spicy,herbal,soft spicy",male,older_twenty_five,"apple,blackcurrant,anisic,dry,animalic"
Bijan,Bijan Black for Men Bijan for men,"woody,aromatic,white floral,vanilla,citrus,powdery",male,older_twenty_five,"dairy,dry,almond,musk,coconut"
Nabeel,Telaal Nabeel for women and men,"woody,balsamic,amber,oud,musky,powdery",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
19-69,Chinese Tobacco 19-69 for women and men,"woody,balsamic,aromatic,citrus,fresh spicy",unisex,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Euphorium-Brooklyn,100 Tweeds Euphorium Brooklyn for women and men,"woody,balsamic,aromatic,floral,sweet,",unisex,older_twenty_five,"cacao,pungent,blackcurrant,anisic,dry"
Bella-Bellissima,Majestic Cedar Bella Bellissima for men,"woody,balsamic,earthy,smoky,warm spicy,aromatic,",male,older_twenty_five,"phenolic,musk,leather,chemical,dry"
Tesori-d-Oriente,Sandalo del Kashmir & Vetiver Tesori d'Oriente for men,"woody,balsamic,green,aromatic,powdery,warm spicy,",male,older_twenty_five,"vanilla,dry,musk,berry,almond"
Long-Lost-Perfume,Memoire Cherie Long Lost Perfume for women,"woody,balsamic,herbal,aromatic,floral",female,older_twenty_five,"apple,cacao,blackcurrant,anisic,dry"
Slumberhouse,Sixes & Sevens Slumberhouse for women and men,"woody,balsamic,musky,leather,animalic,",unisex,older_twenty_five,"musk,tobacco,phenolic,medicinal,dry"
Black-Phoenix-Alchemy-Lab,The Harlot's House Black Phoenix Alchemy Lab for women,"woody,balsamic,powdery,floral,oud,green",female,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
Parfumerie-Tiki-Tahiti,Moorea Santal Parfumerie Tiki Tahiti for women and men,"woody,balsamic,powdery,warm spicy",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
Nemat-International,Sandal Wood Nemat International for women and men,"woody,balsamic,powdery,warm spicy",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
Les-Parfums-du-Soleil,Desir d'Orient Les Parfums du Soleil for women and men,"woody,balsamic,rose,musky,amber,oud",unisex,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Pryn-Parfum,Ayothaya Pryn Parfum for women and men,"woody,balsamic,smoky,warm spicy,sweet",unisex,older_twenty_five,"phenolic,chemical,leather,dry,vanilla"
Al-Haramain-Perfumes,Haramain Signature Silver Al Haramain Perfumes for women and men,"woody,balsamic,tobacco,powdery,warm spicy,",unisex,older_twenty_five,"dry,vanilla,musk,berry,animalic"
MDCI-Parfums,L’Homme Aux Gants MDCI Parfums for men,"woody,balsamic,vanilla,fresh spicy,oud,warm spicy,",male,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Filigree-Shadow,SO YOUNG Filigree & Shadow for women and men,"woody,citrus,aromatic,balsamic,fresh spicy,green",unisex,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Helan,Agapanthus Helan for women,"woody,citrus,aromatic,balsamic,marine,amber",female,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
Acqua-Alpes,2677 Acqua Alpes for women and men,"woody,citrus,aromatic,white floral,salty,patchouli",unisex,older_twenty_five,"blackcurrant,anisic,dry"
Viktor-Rolf,Bonbon Holiday Limited Edition 2017 Viktor&Rolf for women,"woody,citrus,caramel,powdery,white floral,amber,",female,older_twenty_five,"vanilla,dry,musk,almond,berry"
Stefano-Canturi,Canturi Stefano Canturi for women,"woody,citrus,earthy,patchouli,aromatic,green",female,older_twenty_five,"musk,blackcurrant,anisic,dry,leather"
Pupa,I'm Fio Watermarin Pupa for women,"woody,citrus,floral,green,musky,fresh spicy,",female,older_twenty_five,"blackcurrant,anisic,dry,lemon,pungent"
Apple-Parfums,My Floret Apple Parfums for women,"woody,citrus,fruity,powdery,white floral,musky,",female,older_twenty_five,"vanilla,dry,musk,almond,berry"
Fendi,Celebration Fendi for women,"woody,citrus,fruity,sweet,musky,cherry,",female,older_twenty_five,"almond,vanilla,powdery,berry,cinnamon"
Sapil,Disclosure Sapil for men,"woody,citrus,musky,fresh,fresh spicy,,",male,older_twenty_five,"blackcurrant,anisic,dry"
Parfums-Genty,Men's Fashion Blue Label Parfums Genty for men,"woody,citrus,powdery,fresh spicy,musky,",male,older_twenty_five,"vanilla,dry,musk,almond,berry"
Lothantique,Citron Lothantique for women and men,"woody,citrus,powdery,green,aromatic",unisex,older_twenty_five,"vanilla,dry,musk,almond,berry"
Versace,Yellow Jeans Versace for women,"woody,citrus,powdery,green,floral,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Morgan,Psychedelice Morgan for women,"woody,citrus,vanilla,fruity,floral,powdery,",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Mansfield,Principe Antonio de Curtis Mansfield for men,"woody,citrus,white floral,fresh spicy,musky",male,older_twenty_five,"blackcurrant,anisic,dry"
Flora-ku,My Love Has the Colour of the Night Floraïku for women and men,"woody,earthy,patchouli,aromatic,green,",unisex,older_twenty_five,"musk,blackcurrant,anisic,dry,leather"
Guy-Bouchara,Kyoto Guy Bouchara for women,"woody,earthy,white floral,citrus,patchouli,amber",female,older_twenty_five,"musk,blackcurrant,anisic,dry,leather"
Strangers-Parfumerie,San Clemente Strangers Parfumerie for women and men,"woody,earthy,wine,leather,coffee",unisex,older_twenty_five,"nut,cacao,meat,animalic,phenolic"
Vivienne-Westwood,Boudoir Jouy Vivienne Westwood for women,"woody,floral,amber,sweet,musky,citrus,",female,older_twenty_five,"pungent,blackcurrant,anisic,dry,lemon"
Victoria-s-Secret,Victoria’s Secret Paris Victoria's Secret for women,"woody,floral,aromatic,earthy,fresh spicy,,",female,older_twenty_five,"musk,blackcurrant,anisic,dry,lemon"
Animale,Animale Animale for women,"woody,floral,earthy,musky,green,aromatic",female,older_twenty_five,"musk,blackcurrant,anisic,dry,lemon"
Oscar-de-la-Renta,Blue Orchid Oscar de la Renta for women,"woody,floral,marine,salty,fruity,",female,older_twenty_five,"blackcurrant,anisic,dry,lemon,pungent"
Emanuel-Ungaro,Diva Emanuel Ungaro for women,"woody,floral,powdery,animalic,warm spicy,musky,",female,older_twenty_five,"musk,dry,vanilla,berry,violetflower"
Charles-Revson,Cerissa Charles Revson for women,"woody,floral,warm spicy,earthy,mossy,amber,",female,older_twenty_five,"musk,blackcurrant,anisic,dry,lemon"
Antonio-Visconti,Silver Wood Antonio Visconti for women and men,"woody,floral,warm spicy,green,musky",unisex,older_twenty_five,"blackcurrant,anisic,dry,lemon,pungent"
Tobali,Cypress Mask Tobali for women and men,"woody,fresh spicy,aromatic,balsamic,smoky,",unisex,older_twenty_five,"phenolic,chemical,leather,dry,vanilla"
19-69,Rainbow Bar 19-69 for women and men,"woody,fresh spicy,aromatic,citrus,green",unisex,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Oriflame,Signature Oriflame for men,"woody,fresh spicy,fruity,sweet,vanilla,",male,older_twenty_five,"dairy,powdery,coconut,grass,nut"
Masaki-Matsushima,Art Homme Masaki Matsushima for men,"woody,fresh spicy,warm spicy,citrus,aromatic,white floral",male,older_twenty_five,"blackcurrant,anisic,dry"
Ein-Gedi,Songs of Solomon Ein Gedi for women,"woody,fresh spicy,warm spicy,yellow floral,sweet,balsamic,",female,older_twenty_five,"cacao,blackcurrant,anisic,dry,pungent"
Chatillon-Lux-Parfums,Lamplight Penance Chatillon Lux Parfums for women and men,"woody,fruity,amber,aromatic,sweet",unisex,older_twenty_five,"blackcurrant,anisic,dry,pungent"
Liz-Claiborne,Curve Soul for Men Liz Claiborne for men,"woody,fruity,aromatic,powdery,fresh spicy,fresh",male,older_twenty_five,"vanilla,dry,musk,almond,berry"
12-Parfumeurs-Francais,Luxembourg 12 Parfumeurs Francais for men,"woody,fruity,citrus,fresh spicy,aromatic",male,older_twenty_five,"blackcurrant,anisic,dry"
Ex-Floribus-Vinis,Fragranza Nº 4 Rubus Idaeus Ex Floribus Vinis for women,"woody,fruity,fresh spicy,white floral,green,aromatic",female,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
J-Scent,Wasanbon J-Scent for women and men,"woody,fruity,powdery,sweet,balsamic,vanilla,",unisex,older_twenty_five,"dairy,dry,almond,musk,berry"
Salvador-Dali,Dalimix Black Salvador Dali for women,"woody,fruity,sweet,floral,powdery,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Hamidi-Oud-Perfumes,Abdee Hamidi Oud & Perfumes for women,"woody,fruity,sweet,vanilla,sour",female,older_twenty_five,"dairy,powdery,cheese,grass,coconut"
Louis-Feraud,Vivage Louis Feraud for women,"woody,fruity,white floral,floral,balsamic,sweet",female,older_twenty_five,"pungent,cacao,blackcurrant,anisic,dry"
E-4-Fragrance,Earth E/4 Fragrance for women and men,"woody,green,aromatic,citrus,white floral,",unisex,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Revlon,Charlie Revlon for women,"woody,green,aromatic,floral,earthy,,",female,older_twenty_five,"musk,blackcurrant,anisic,dry,grapefruit"
Odoratika,Purple Velvet (Фиолетовый Бархат) Odoratika for women and men,"woody,green,aromatic,floral,fresh spicy",unisex,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Jequiti,WS Jequiti for men,"woody,green,aromatic,fresh spicy,citrus,",male,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Alain-Delon,Pharos Alain Delon for men,"woody,green,aromatic,fresh spicy,fruity,fresh",male,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Swiss-Arabian,Jannet El Firdaus White Swiss Arabian for women and men,"woody,green,balsamic,musky,milky,floral,",unisex,older_twenty_five,"cacao,blackcurrant,anisic,dry,grapefruit"
American-Eagle,American Eagle AEO 1977 American Eagle for men,"woody,green,fresh spicy,aquatic,aromatic",male,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Oriflame,Sir Avebury Oriflame for men,"woody,green,fresh spicy,aromatic,amber,fresh,",male,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Balenciaga,Balenciaga L'Essence Balenciaga for women,"woody,green,powdery,ozonic,aquatic,floral,,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Il-Profumiere,Radice Verde di Vetyver Il Profumiere for women and men,"woody,green,warm spicy,aromatic,fresh,",unisex,older_twenty_five,"blackcurrant,anisic,dry,grapefruit,musty"
Castle-Forbes,Eau Deux Castle Forbes for women,"woody,green,yellow floral,fresh spicy,powdery,floral,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Dolce-Fiore,Cameo Dolce Fiore for women and men,"woody,herbal,aromatic,powdery,musky",unisex,older_twenty_five,"vanilla,dry,musk,almond,berry"
Knize,Knize Ten Golden Edition Knize for men,"woody,leather,floral,warm spicy,citrus,animalic",male,older_twenty_five,"musk,tobacco,phenolic,medicinal,dry"
Mille-Centum-Parfums,Montecristo Deleggend Blanc Mille Centum Parfums for women and men,"woody,marine,aromatic,sweet,leather,fruity,",unisex,older_twenty_five,"animalic,phenolic,medicinal,tobacco,smoky"
Solstice-Scents,Gehenna Solstice Scents for women and men,"woody,musky,amber,oud,animalic",unisex,older_twenty_five,"musk,leather,tobacco,dry,meat"
Loewe,Loewe 001 Man  Loewe for men,"woody,musky,aromatic,powdery,warm spicy,",male,older_twenty_five,"vanilla,dry,musk,almond,berry"
Salvatore-Ferragamo,Convivio (2013) Salvatore Ferragamo for women and men,"woody,musky,citrus,amber,aromatic,",unisex,older_twenty_five,"blackcurrant,anisic,dry"
Lattafa-Perfumes,Amwaaj Al Oud Lattafa Perfumes for women and men,"woody,musky,oud,powdery,amber,",unisex,older_twenty_five,"vanilla,dry,musk,almond,berry"
Atelier-d-Artistes-By-Alexandre-J,Art Deco I Atelier d'Artistes By Alexandre.J for men,"woody,musky,powdery,vanilla,patchouli,aldehydic",male,under_twenty_five,"dairy,fatty,dry,waxy,almond"
Express,Express Glam Express for women,"woody,musky,vodka,sweet,fruity,floral,",female,older_twenty_five,"pungent,blackcurrant,anisic,dry,lemon"
EIGHT-BOB,Annicke 2 EIGHT & BOB for women,"woody,nutty,sweet,powdery,warm spicy,",female,older_twenty_five,"vanilla,dry,musk,almond,berry"
Commodity,Book Commodity for men,"woody,ozonic,balsamic,aromatic,aquatic,green",male,older_twenty_five,"cacao,blackcurrant,anisic,dry,berry"
MiN-New-York,Old School Bench MiN New York for women and men,"woody,patchouli,earthy,aromatic,warm spicy",unisex,older_twenty_five,"musk,blackcurrant,anisic,dry,leather"
Claus-Porto,Musgo Real Classic Scent Claus Porto for men,"woody,patchouli,earthy,warm spicy,aromatic",male,older_twenty_five,"musk,blackcurrant,anisic,dry,leather"
Candora,Cedre Candora for women and men,"woody,powdery",unisex,older_twenty_five,"vanilla,dry,musk,almond,berry"
Sous-le-Manteau,Fontaine Royale Sous le Manteau for women and men,"woody,powdery,balsamic,musky,fresh spicy",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
Kerosene,Canfield Cedar Kerosene for women and men,"woody,powdery,balsamic,tobacco,fresh spicy,warm spicy,",unisex,older_twenty_five,"dry,vanilla,musk,berry,violetflower"
Morph,Vision Morph for women and men,"woody,powdery,citrus,amber,musky,floral,",unisex,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Franck-Olivier,Bamboo America Franck Olivier for men,"woody,powdery,citrus,floral,fresh spicy",male,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Faberlic,Faberlic by Valentin Yudashkin Gold Faberlic for women,"woody,powdery,floral,balsamic,green",female,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
CIEL-Parfum,Nuage № 28 CIEL Parfum for women,"woody,powdery,floral,herbal,vanilla,amber",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Comma,Comma Comma for women,"woody,powdery,floral,musky,balsamic,white floral,",female,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
Ed-Pinaud,Bois d'Anis Ed Pinaud for women,"woody,powdery,floral,vanilla,white floral,",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Eolie-Parfums,Zephyrus Eolie Parfums for women and men,"woody,powdery,fruity,floral,sweet,",unisex,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Naso-Di-Raza,Mozzafiato Naso Di Raza for women and men,"woody,powdery,leather,musky,aromatic,floral,",unisex,older_twenty_five,"animalic,musk,vanilla,phenolic,dry"
La-Rive,True by Woman La Rive for women and men,"woody,powdery,marine,balsamic,aromatic",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
Frederic-Malle,Dans Tes Bras Frederic Malle for women and men,"woody,powdery,musky,floral,balsamic,",unisex,older_twenty_five,"vanilla,dry,musk,berry,violetflower"
Nasomatto,China White Nasomatto for women,"woody,powdery,musky,floral,rose,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Beverly-Hills-Beauty,Iconic Beverly Hills Beauty for women,"woody,powdery,musky,sweet,balsamic,patchouli,",female,older_twenty_five,"vanilla,dry,musk,berry,almond"
Mirra,L’automne Mirra for women,"woody,powdery,rose,floral,citrus,musky",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Apple-Parfums,Night Flight Apple Parfums for women,"woody,powdery,rose,vanilla,floral",female,older_twenty_five,"dairy,dry,almond,musk,coconut"
Boucheron,Santal de Kandy Boucheron for women and men,"woody,powdery,warm spicy,balsamic,fresh spicy,",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
Wally,Memorabilia Wally for women and men,"woody,powdery,warm spicy,citrus,balsamic,",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
Lucien-Lelong,Balalaika Lucien Lelong for women,"woody,powdery,white floral,musky,citrus,floral,",female,older_twenty_five,"vanilla,dry,musk,violetflower,almond"
Simone-Andreoli,Camouflage Simone Andreoli for women and men,"woody,rose,balsamic,smoky,oud,",unisex,older_twenty_five,"phenolic,chemical,leather,dry,vanilla"
Mancera,Aoud Sandroses Mancera for women and men,"woody,rose,fresh spicy,warm spicy,leather,",unisex,older_twenty_five,"animalic,phenolic,medicinal,tobacco,smoky"
Art-of-Scent-Swiss-Perfumes,Jungfrau Art of Scent - Swiss Perfumes for women,"woody,sweet,balsamic,yellow floral,citrus,honey,",female,older_twenty_five,"powdery,waxy,cacao,berry,tropicalfruit"
Aroma-Karelia,Aroma Karelia Blue (Аромат Карелии - Синий) Aroma Karelia for women and men,"woody,vanilla,cinnamon,milky,warm spicy",unisex,older_twenty_five,"dairy,powdery,grass,coconut,nut"
For-Or-To,Deep For Or To for women and men,"woody,vanilla,patchouli,powdery,balsamic,earthy",unisex,older_twenty_five,"dairy,musk,dry,almond,coconut"
Bud-Parfums,Sweetheart Bud Parfums for women,"woody,vanilla,powdery,floral,yellow floral,",female,under_twenty_five,"dairy,dry,almond,musk,coconut"
Lomani,Mister Lomani Lomani for men,"woody,warm spicy,aromatic,citrus,amber",male,older_twenty_five,"blackcurrant,anisic,dry"
Nabeel,Raboob Nabeel for women and men,"woody,warm spicy,aromatic,citrus,white floral,floral",unisex,under_twenty_five,"blackcurrant,anisic,dry,lemon,pungent"
Heritage-Berbere,HB Homme 07 Heritage Berbere for men,"woody,warm spicy,aromatic,powdery,balsamic",male,older_twenty_five,"vanilla,dry,musk,berry,almond"
L-Essence-des-Notes,Oud d'Angkor L'Essence des Notes for men,"woody,warm spicy,balsamic,aromatic,earthy",male,older_twenty_five,"musk,cacao,blackcurrant,anisic,dry"
Beary,Elysium Beary for women and men,"woody,warm spicy,balsamic,musky,earthy,patchouli,",unisex,older_twenty_five,"musk,cacao,blackcurrant,anisic,dry"
DSH-Perfumes,Iridum DSH Perfumes for women and men,"woody,warm spicy,balsamic,powdery,smoky",unisex,older_twenty_five,"vanilla,dry,phenolic,musk,berry"
Smell-Bent,Bolshevixen Smell Bent for women and men,"woody,warm spicy,cacao,fresh spicy,cinnamon,nutty",unisex,older_twenty_five,"nut,coffee,powdery,vanilla,honey"
L-Artisan-Parfumeur,Dzongkha L'Artisan Parfumeur for women and men,"woody,warm spicy,green,aromatic,floral,smoky,",unisex,older_twenty_five,"phenolic,chemical,leather,dry,vanilla"
Jardins-d-Ecrivains,Exil Jardins d’Ecrivains for women and men,"woody,warm spicy,musky,herbal,aromatic,",unisex,older_twenty_five,"apple,blackcurrant,anisic,dry,animalic"
Jul-et-Mad-Paris,Garuda Jul et Mad Paris for women and men,"woody,warm spicy,oud,amber,fresh spicy,rum,",unisex,older_twenty_five,"blackcurrant,anisic,dry"
Olfactive-Studio,Lumiere Blanche Olfactive Studio for women and men,"woody,warm spicy,powdery,musky,balsamic,almond,",unisex,older_twenty_five,"vanilla,dry,berry,musk,cherry"
Lubin,Idole Lubin for men,"woody,warm spicy,rum,sweet,leather,",male,older_twenty_five,"animalic,phenolic,medicinal,tobacco,smoky"
D-S-Durga,D.S. D.S. & Durga for women and men,"woody,warm spicy,white floral,balsamic,powdery,aromatic,",unisex,older_twenty_five,"vanilla,dry,musk,berry,almond"
4160-Tuesdays,Bodhi Language 4160 Tuesdays for women and men,"woody,whiskey,white floral,powdery,citrus,amber",unisex,older_twenty_five,"vanilla,dry,musk,almond,berry"
Christian-Dior,Diorama Christian Dior for women,"woody,white floral,animalic,fresh spicy,musky,leather,",female,older_twenty_five,"musk,tobacco,phenolic,medicinal,dry"
Maoli,Royal Pikake Maoli for women and men,"woody,white floral,balsamic,vanilla,animalic,",unisex,older_twenty_five,"musk,powdery,dairy,nut,leather"
Aquaflor-Firenze,Brisas Aquaflor Firenze for women,"yellow floral,citrus,fresh spicy,sweet,woody",female,older_twenty_five,"pungent,blackcurrant,anisic,dry"
CIEL-Parfum,Sex&Success Charm Double Effect CIEL Parfum for women,"yellow floral,sweet,aromatic",female,older_twenty_five,pungent
